display_name,family,style,font_type,serif_class,japanese_class,weight,latex_name,latex_cmd,is_japanese,note,file_path
Source Han Serif SC,Source Han Serif SC,Regular,OpenType (OTF),セリフ体（Serif）,明朝体,Light（細）,Source Han Serif SC,\setmainjfont{Source Han Serif SC},✓,別名: 思源宋体,C:/WINDOWS/fonts/SourceHanSerifSC-Regular.otf
Source Han Serif SC SemiBold,Source Han Serif SC,SemiBold,OpenType (OTF),セリフ体（Serif）,明朝体,ExtraBold（超太）,Source Han Serif SC,\setmainjfont{Source Han Serif SC},✓,"別名: 思源宋体, Source Han Serif SC SemiBold, 思源宋体 SemiBold",C:/WINDOWS/fonts/SourceHanSerifSC-SemiBold.otf
Source Han Serif TC Bold,Source Han Serif TC,Bold,OpenType (OTF),セリフ体（Serif）,明朝体,Black（極太）,Source Han Serif TC,\setmainjfont{Source Han Serif TC},✓,別名: 思源宋體,C:/WINDOWS/fonts/SourceHanSerifTC-Bold.otf
Source Han Serif TC ExtraLight,Source Han Serif TC,ExtraLight,OpenType (OTF),セリフ体（Serif）,明朝体,Thin（極細）,Source Han Serif TC,\setmainjfont{Source Han Serif TC},✓,"別名: 思源宋體, Source Han Serif TC ExtraLight, 思源宋體 ExtraLight",C:/WINDOWS/fonts/SourceHanSerifTC-ExtraLight.otf
Source Han Serif TC Heavy,Source Han Serif TC,Heavy,OpenType (OTF),セリフ体（Serif）,明朝体,Black（極太）,Source Han Serif TC,\setmainjfont{Source Han Serif TC},✓,"別名: 思源宋體, Source Han Serif TC Heavy, 思源宋體 Heavy",C:/WINDOWS/fonts/SourceHanSerifTC-Heavy.otf
Source Han Serif TC Light,Source Han Serif TC,Light,OpenType (OTF),セリフ体（Serif）,明朝体,ExtraLight（超細）,Source Han Serif TC,\setmainjfont{Source Han Serif TC},✓,"別名: 思源宋體, Source Han Serif TC Light, 思源宋體 Light",C:/WINDOWS/fonts/SourceHanSerifTC-Light.otf
Source Han Serif TC Medium,Source Han Serif TC,Medium,OpenType (OTF),セリフ体（Serif）,明朝体,Book（ブック）,Source Han Serif TC,\setmainjfont{Source Han Serif TC},✓,"別名: 思源宋體, Source Han Serif TC Medium, 思源宋體 Medium",C:/WINDOWS/fonts/SourceHanSerifTC-Medium.otf
Source Han Serif TC,Source Han Serif TC,Regular,OpenType (OTF),セリフ体（Serif）,明朝体,Light（細）,Source Han Serif TC,\setmainjfont{Source Han Serif TC},✓,別名: 思源宋體,C:/WINDOWS/fonts/SourceHanSerifTC-Regular.otf
Source Han Serif TC SemiBold,Source Han Serif TC,SemiBold,OpenType (OTF),セリフ体（Serif）,明朝体,ExtraBold（超太）,Source Han Serif TC,\setmainjfont{Source Han Serif TC},✓,"別名: 思源宋體, Source Han Serif TC SemiBold, 思源宋體 SemiBold",C:/WINDOWS/fonts/SourceHanSerifTC-SemiBold.otf
Source Han Serif TW Bold,Source Han Serif TW,Bold,OpenType (OTF),セリフ体（Serif）,明朝体,Black（極太）,Source Han Serif TW,\setmainjfont{Source Han Serif TW},✓,別名: 思源宋體 TW,C:/WINDOWS/fonts/SourceHanSerifTW-Bold.otf
Source Han Serif TW ExtraLight,Source Han Serif TW,ExtraLight,OpenType (OTF),セリフ体（Serif）,明朝体,Thin（極細）,Source Han Serif TW,\setmainjfont{Source Han Serif TW},✓,"別名: 思源宋體 TW, Source Han Serif TW ExtraLight, 思源宋體 TW ExtraLight",C:/WINDOWS/fonts/SourceHanSerifTW-ExtraLight.otf
Source Han Serif TW Heavy,Source Han Serif TW,Heavy,OpenType (OTF),セリフ体（Serif）,明朝体,Black（極太）,Source Han Serif TW,\setmainjfont{Source Han Serif TW},✓,"別名: 思源宋體 TW, Source Han Serif TW Heavy, 思源宋體 TW Heavy",C:/WINDOWS/fonts/SourceHanSerifTW-Heavy.otf
Source Han Serif TW Light,Source Han Serif TW,Light,OpenType (OTF),セリフ体（Serif）,明朝体,ExtraLight（超細）,Source Han Serif TW,\setmainjfont{Source Han Serif TW},✓,"別名: 思源宋體 TW, Source Han Serif TW Light, 思源宋體 TW Light",C:/WINDOWS/fonts/SourceHanSerifTW-Light.otf
Source Han Serif TW Medium,Source Han Serif TW,Medium,OpenType (OTF),セリフ体（Serif）,明朝体,Book（ブック）,Source Han Serif TW,\setmainjfont{Source Han Serif TW},✓,"別名: 思源宋體 TW, Source Han Serif TW Medium, 思源宋體 TW Medium",C:/WINDOWS/fonts/SourceHanSerifTW-Medium.otf
Source Han Serif TW,Source Han Serif TW,Regular,OpenType (OTF),セリフ体（Serif）,明朝体,Light（細）,Source Han Serif TW,\setmainjfont{Source Han Serif TW},✓,別名: 思源宋體 TW,C:/WINDOWS/fonts/SourceHanSerifTW-Regular.otf
Source Han Serif TW SemiBold,Source Han Serif TW,SemiBold,OpenType (OTF),セリフ体（Serif）,明朝体,ExtraBold（超太）,Source Han Serif TW,\setmainjfont{Source Han Serif TW},✓,"別名: 思源宋體 TW, Source Han Serif TW SemiBold, 思源宋體 TW SemiBold",C:/WINDOWS/fonts/SourceHanSerifTW-SemiBold.otf
Ume Mincho,Ume Mincho,Regular,TrueType (TTF),セリフ体（Serif）,明朝体,Light（細）,Ume Mincho,\setmainjfont{Ume Mincho},✓,"別名: 梅明朝, 啭攠䵩湣桯",C:/WINDOWS/fonts/ume-tmo3.ttf
Ume Mincho S3,Ume Mincho S3,Regular,TrueType (TTF),セリフ体（Serif）,明朝体,Light（細）,Ume Mincho S3,\setmainjfont{Ume Mincho S3},✓,別名: 梅明朝S3,C:/WINDOWS/fonts/ume-tms3.ttf
Ume P Mincho,Ume P Mincho,Regular,TrueType (TTF),セリフ体（Serif）,明朝体,Light（細）,Ume P Mincho,\setmainjfont{Ume P Mincho},✓,"別名: 梅P明朝, 啭攠倠䵩湣桯",C:/WINDOWS/fonts/ume-pmo3.ttf
Ume P Mincho S3,Ume P Mincho S3,Regular,TrueType (TTF),セリフ体（Serif）,明朝体,Light（細）,Ume P Mincho S3,\setmainjfont{Ume P Mincho S3},✓,別名: 梅P明朝S3,C:/WINDOWS/fonts/ume-pms3.ttf
Yu Mincho Demibold,Yu Mincho,Demibold,TrueType (TTF),セリフ体（Serif）,明朝体,ExtraBold（超太）,Yu Mincho,\setmainjfont{Yu Mincho},✓,"別名: 游明朝, Yu Mincho Demibold, 游明朝 Demibold",C:/WINDOWS/fonts/yumindb.ttf
Yu Mincho Light,Yu Mincho,Light,TrueType (TTF),セリフ体（Serif）,明朝体,ExtraLight（超細）,Yu Mincho,\setmainjfont{Yu Mincho},✓,"別名: 游明朝, Yu Mincho Light, 游明朝 Light",C:/WINDOWS/fonts/yuminl.ttf
Yu Mincho,Yu Mincho,Regular,TrueType (TTF),セリフ体（Serif）,明朝体,Light（細）,Yu Mincho,\setmainjfont{Yu Mincho},✓,別名: 游明朝,C:/WINDOWS/fonts/yumin.ttf
Zen Old Mincho Black,Zen Old Mincho,Black,TrueType (TTF),セリフ体（Serif）,明朝体,Black（極太）,Zen Old Mincho,\setmainjfont{Zen Old Mincho},✓,別名: Zen Old Mincho Black,C:/WINDOWS/fonts/ZenOldMincho-Black.ttf
Zen Old Mincho Bold,Zen Old Mincho,Bold,TrueType (TTF),セリフ体（Serif）,明朝体,Black（極太）,Zen Old Mincho,\setmainjfont{Zen Old Mincho},✓,,C:/WINDOWS/fonts/ZenOldMincho-Bold.ttf
Zen Old Mincho,Zen Old Mincho,Regular,TrueType (TTF),セリフ体（Serif）,明朝体,Light（細）,Zen Old Mincho,\setmainjfont{Zen Old Mincho},✓,,C:/WINDOWS/fonts/ZenOldMincho-Regular.ttf
07LogoTypeGothic7,07LogoTypeGothic7,Regular,OpenType (OTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,07LogoTypeGothic7,\setmainjfont{07LogoTypeGothic7},✓,別名: 07ロゴたいぷゴシック7,C:/WINDOWS/fonts/���S�����ՃS�V�b�N.otf
BankGothic Lt BT Light,BankGothic Lt BT,Light,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,BankGothic Lt BT,\setmainjfont{BankGothic Lt BT},✓,,C:/WINDOWS/fonts/bgothl.ttf
BankGothic Md BT Medium,BankGothic Md BT,Medium,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,BankGothic Md BT,\setmainjfont{BankGothic Md BT},✓,,C:/WINDOWS/fonts/bgothm.ttf
BIZ UDGothic Bold,BIZ UDGothic,Bold,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Black（極太）,BIZ UDGothic,\setmainjfont{BIZ UDGothic},✓,別名: BIZ UDゴシック,C:/WINDOWS/fonts/BIZUDGothic-Bold.ttf
BIZ UDGothic Bold,BIZ UDGothic,Bold,TrueType Collection (TTC),サンセリフ体（Sans-serif）,ゴシック体,Black（極太）,BIZ UDGothic,\setmainjfont{BIZ UDGothic},✓,"TTC（コレクション） / 別名: BIZ UDゴシック, 䉉娠啄荓荖荢荎",C:/WINDOWS/fonts/BIZ-UDGothicB.ttc
BIZ UDGothic,BIZ UDGothic,Regular,TrueType Collection (TTC),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,BIZ UDGothic,\setmainjfont{BIZ UDGothic},✓,"TTC（コレクション） / 別名: BIZ UDゴシック, 䉉娠啄荓荖荢荎",C:/WINDOWS/fonts/BIZ-UDGothicR.ttc
BIZ UDGothic,BIZ UDGothic,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,BIZ UDGothic,\setmainjfont{BIZ UDGothic},✓,別名: BIZ UDゴシック,C:/WINDOWS/fonts/BIZUDGothic-Regular.ttf
BIZ UDPGothic Bold,BIZ UDPGothic,Bold,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Black（極太）,BIZ UDPGothic,\setmainjfont{BIZ UDPGothic},✓,別名: BIZ UDPゴシック,C:/WINDOWS/fonts/BIZUDPGothic-Bold.ttf
BIZ UDPGothic Bold,BIZ UDPGothic,Bold,TrueType Collection (TTC),サンセリフ体（Sans-serif）,ゴシック体,Black（極太）,BIZ UDPGothic,\setmainjfont{BIZ UDPGothic},✓,TTC（コレクション） / 別名: BIZ UDPゴシック,C:/WINDOWS/fonts/BIZ-UDGothicB.ttc
BIZ UDPGothic,BIZ UDPGothic,Regular,TrueType Collection (TTC),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,BIZ UDPGothic,\setmainjfont{BIZ UDPGothic},✓,TTC（コレクション） / 別名: BIZ UDPゴシック,C:/WINDOWS/fonts/BIZ-UDGothicR.ttc
BIZ UDPGothic,BIZ UDPGothic,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,BIZ UDPGothic,\setmainjfont{BIZ UDPGothic},✓,別名: BIZ UDPゴシック,C:/WINDOWS/fonts/BIZUDPGothic-Regular.ttf
Century Gothic Bold,Century Gothic,Bold,TrueType (TTF),セリフ体（Serif）,ゴシック体,Black（極太）,Century Gothic,\setmainjfont{Century Gothic},✓,,C:/WINDOWS/fonts/GOTHICB.TTF
Century Gothic Bold Italic,Century Gothic,Bold Italic,TrueType (TTF),セリフ体（Serif）,ゴシック体,Black（極太）,Century Gothic,\setmainjfont{Century Gothic},✓,Italic,C:/WINDOWS/fonts/GOTHICBI.TTF
Century Gothic Italic,Century Gothic,Italic,TrueType (TTF),セリフ体（Serif）,ゴシック体,Light（細）,Century Gothic,\setmainjfont{Century Gothic},✓,Italic,C:/WINDOWS/fonts/GOTHICI.TTF
Century Gothic,Century Gothic,Regular,TrueType (TTF),セリフ体（Serif）,ゴシック体,Light（細）,Century Gothic,\setmainjfont{Century Gothic},✓,,C:/WINDOWS/fonts/GOTHIC.TTF
Copperplate Gothic Bold,Copperplate Gothic Bold,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Copperplate Gothic Bold,\setmainjfont{Copperplate Gothic Bold},✓,,C:/WINDOWS/fonts/COPRGTB.TTF
Copperplate Gothic Light,Copperplate Gothic Light,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Copperplate Gothic Light,\setmainjfont{Copperplate Gothic Light},✓,,C:/WINDOWS/fonts/COPRGTL.TTF
Franklin Gothic Book Italic,Franklin Gothic Book,Italic,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Book,\setmainjfont{Franklin Gothic Book},✓,Italic,C:/WINDOWS/fonts/FRABKIT.TTF
Franklin Gothic Book,Franklin Gothic Book,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Book,\setmainjfont{Franklin Gothic Book},✓,,C:/WINDOWS/fonts/FRABK.TTF
Franklin Gothic Demi Italic,Franklin Gothic Demi,Italic,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Demi,\setmainjfont{Franklin Gothic Demi},✓,Italic,C:/WINDOWS/fonts/FRADMIT.TTF
Franklin Gothic Demi,Franklin Gothic Demi,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Demi,\setmainjfont{Franklin Gothic Demi},✓,,C:/WINDOWS/fonts/FRADM.TTF
Franklin Gothic Demi Cond,Franklin Gothic Demi Cond,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Demi Cond,\setmainjfont{Franklin Gothic Demi Cond},✓,,C:/WINDOWS/fonts/FRADMCN.TTF
Franklin Gothic Heavy Italic,Franklin Gothic Heavy,Italic,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Heavy,\setmainjfont{Franklin Gothic Heavy},✓,Italic,C:/WINDOWS/fonts/FRAHVIT.TTF
Franklin Gothic Heavy,Franklin Gothic Heavy,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Heavy,\setmainjfont{Franklin Gothic Heavy},✓,,C:/WINDOWS/fonts/FRAHV.TTF
Franklin Gothic Medium Italic,Franklin Gothic Medium,Italic,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Medium,\setmainjfont{Franklin Gothic Medium},✓,Italic,C:/WINDOWS/fonts/framdit.ttf
Franklin Gothic Medium,Franklin Gothic Medium,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Medium,\setmainjfont{Franklin Gothic Medium},✓,,C:/WINDOWS/fonts/framd.ttf
Franklin Gothic Medium Cond,Franklin Gothic Medium Cond,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Franklin Gothic Medium Cond,\setmainjfont{Franklin Gothic Medium Cond},✓,,C:/WINDOWS/fonts/FRAMDCN.TTF
Gen Jyuu Gothic Bold,Gen Jyuu Gothic,Bold,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Black（極太）,Gen Jyuu Gothic,\setmainjfont{Gen Jyuu Gothic},✓,"別名: 源柔ゴシック, Gen Jyuu Gothic Bold, 源柔ゴシック Bold",C:/WINDOWS/fonts/GenJyuuGothic-Bold.ttf
Gen Jyuu Gothic ExtraLight,Gen Jyuu Gothic,ExtraLight,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Thin（極細）,Gen Jyuu Gothic,\setmainjfont{Gen Jyuu Gothic},✓,"別名: 源柔ゴシック, Gen Jyuu Gothic ExtraLight, 源柔ゴシック ExtraLight",C:/WINDOWS/fonts/GenJyuuGothic-ExtraLight.ttf
Gen Jyuu Gothic Heavy,Gen Jyuu Gothic,Heavy,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Black（極太）,Gen Jyuu Gothic,\setmainjfont{Gen Jyuu Gothic},✓,"別名: 源柔ゴシック, Gen Jyuu Gothic Heavy, 源柔ゴシック Heavy",C:/WINDOWS/fonts/GenJyuuGothic-Heavy.ttf
Gen Jyuu Gothic Light,Gen Jyuu Gothic,Light,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Thin（極細）,Gen Jyuu Gothic,\setmainjfont{Gen Jyuu Gothic},✓,"別名: 源柔ゴシック, Gen Jyuu Gothic Light, 源柔ゴシック Light",C:/WINDOWS/fonts/GenJyuuGothic-Light.ttf
Gen Jyuu Gothic Medium,Gen Jyuu Gothic,Medium,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Book（ブック）,Gen Jyuu Gothic,\setmainjfont{Gen Jyuu Gothic},✓,"別名: 源柔ゴシック, Gen Jyuu Gothic Medium, 源柔ゴシック Medium",C:/WINDOWS/fonts/GenJyuuGothic-Medium.ttf
Gen Jyuu Gothic,Gen Jyuu Gothic,Normal,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,ExtraLight（超細）,Gen Jyuu Gothic,\setmainjfont{Gen Jyuu Gothic},✓,"別名: 源柔ゴシック, Gen Jyuu Gothic Normal, 源柔ゴシック Normal",C:/WINDOWS/fonts/GenJyuuGothic-Normal.ttf
Gen Jyuu Gothic,Gen Jyuu Gothic,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Gen Jyuu Gothic,\setmainjfont{Gen Jyuu Gothic},✓,"別名: 源柔ゴシック, Gen Jyuu Gothic Regular, 源柔ゴシック Regular",C:/WINDOWS/fonts/GenJyuuGothic-Regular.ttf
Gen Jyuu Gothic L Monospace Bold,Gen Jyuu Gothic L Monospace,Bold,TrueType (TTF),等幅（Monospace）,ゴシック体,Black（極太）,Gen Jyuu Gothic L Monospace,\setmainjfont{Gen Jyuu Gothic L Monospace},✓,"別名: 源柔ゴシックL等幅, Gen Jyuu Gothic L Monospace Bold, 源柔ゴシックL等幅 Bold",C:/WINDOWS/fonts/GenJyuuGothicL-Monospace-Bold.ttf
Gen Jyuu Gothic L Monospace ExtraLight,Gen Jyuu Gothic L Monospace,ExtraLight,TrueType (TTF),等幅（Monospace）,ゴシック体,Thin（極細）,Gen Jyuu Gothic L Monospace,\setmainjfont{Gen Jyuu Gothic L Monospace},✓,"別名: 源柔ゴシックL等幅, Gen Jyuu Gothic L Monospace ExtraLight, 源柔ゴシックL等幅 ExtraLight",C:/WINDOWS/fonts/GenJyuuGothicL-Monospace-ExtraLight.ttf
Gen Jyuu Gothic L Monospace Heavy,Gen Jyuu Gothic L Monospace,Heavy,TrueType (TTF),等幅（Monospace）,ゴシック体,Black（極太）,Gen Jyuu Gothic L Monospace,\setmainjfont{Gen Jyuu Gothic L Monospace},✓,"別名: 源柔ゴシックL等幅, Gen Jyuu Gothic L Monospace Heavy, 源柔ゴシックL等幅 Heavy",C:/WINDOWS/fonts/GenJyuuGothicL-Monospace-Heavy.ttf
Gen Jyuu Gothic L Monospace Light,Gen Jyuu Gothic L Monospace,Light,TrueType (TTF),等幅（Monospace）,ゴシック体,ExtraLight（超細）,Gen Jyuu Gothic L Monospace,\setmainjfont{Gen Jyuu Gothic L Monospace},✓,"別名: 源柔ゴシックL等幅, Gen Jyuu Gothic L Monospace Light, 源柔ゴシックL等幅 Light",C:/WINDOWS/fonts/GenJyuuGothicL-Monospace-Light.ttf
Gen Jyuu Gothic L Monospace Medium,Gen Jyuu Gothic L Monospace,Medium,TrueType (TTF),等幅（Monospace）,ゴシック体,Book（ブック）,Gen Jyuu Gothic L Monospace,\setmainjfont{Gen Jyuu Gothic L Monospace},✓,"別名: 源柔ゴシックL等幅, Gen Jyuu Gothic L Monospace Medium, 源柔ゴシックL等幅 Medium",C:/WINDOWS/fonts/GenJyuuGothicL-Monospace-Medium.ttf
Gen Jyuu Gothic L Monospace,Gen Jyuu Gothic L Monospace,Normal,TrueType (TTF),等幅（Monospace）,ゴシック体,ExtraLight（超細）,Gen Jyuu Gothic L Monospace,\setmainjfont{Gen Jyuu Gothic L Monospace},✓,"別名: 源柔ゴシックL等幅, Gen Jyuu Gothic L Monospace Normal, 源柔ゴシックL等幅 Normal",C:/WINDOWS/fonts/GenJyuuGothicL-Monospace-Normal.ttf
Gen Jyuu Gothic L Monospace,Gen Jyuu Gothic L Monospace,Regular,TrueType (TTF),等幅（Monospace）,ゴシック体,Light（細）,Gen Jyuu Gothic L Monospace,\setmainjfont{Gen Jyuu Gothic L Monospace},✓,"別名: 源柔ゴシックL等幅, Gen Jyuu Gothic L Monospace Regular, 源柔ゴシックL等幅 Regular",C:/WINDOWS/fonts/GenJyuuGothicL-Monospace-Regular.ttf
Gen Jyuu Gothic LP Bold,Gen Jyuu Gothic LP,Bold,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Black（極太）,Gen Jyuu Gothic LP,\setmainjfont{Gen Jyuu Gothic LP},✓,"別名: 源柔ゴシックLP, Gen Jyuu Gothic LP Bold, 源柔ゴシックLP Bold",C:/WINDOWS/fonts/GenJyuuGothicL-P-Bold.ttf
Gen Jyuu Gothic LP ExtraLight,Gen Jyuu Gothic LP,ExtraLight,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Thin（極細）,Gen Jyuu Gothic LP,\setmainjfont{Gen Jyuu Gothic LP},✓,"別名: 源柔ゴシックLP, Gen Jyuu Gothic LP ExtraLight, 源柔ゴシックLP ExtraLight",C:/WINDOWS/fonts/GenJyuuGothicL-P-ExtraLight.ttf
Gen Jyuu Gothic LP Heavy,Gen Jyuu Gothic LP,Heavy,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Black（極太）,Gen Jyuu Gothic LP,\setmainjfont{Gen Jyuu Gothic LP},✓,"別名: 源柔ゴシックLP, Gen Jyuu Gothic LP Heavy, 源柔ゴシックLP Heavy",C:/WINDOWS/fonts/GenJyuuGothicL-P-Heavy.ttf
Gen Jyuu Gothic LP Light,Gen Jyuu Gothic LP,Light,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Thin（極細）,Gen Jyuu Gothic LP,\setmainjfont{Gen Jyuu Gothic LP},✓,"別名: 源柔ゴシックLP, Gen Jyuu Gothic LP Light, 源柔ゴシックLP Light",C:/WINDOWS/fonts/GenJyuuGothicL-P-Light.ttf
Gen Jyuu Gothic LP Medium,Gen Jyuu Gothic LP,Medium,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Book（ブック）,Gen Jyuu Gothic LP,\setmainjfont{Gen Jyuu Gothic LP},✓,"別名: 源柔ゴシックLP, Gen Jyuu Gothic LP Medium, 源柔ゴシックLP Medium",C:/WINDOWS/fonts/GenJyuuGothicL-P-Medium.ttf
Gen Jyuu Gothic LP,Gen Jyuu Gothic LP,Normal,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,ExtraLight（超細）,Gen Jyuu Gothic LP,\setmainjfont{Gen Jyuu Gothic LP},✓,"別名: 源柔ゴシックLP, Gen Jyuu Gothic LP Normal, 源柔ゴシックLP Normal",C:/WINDOWS/fonts/GenJyuuGothicL-P-Normal.ttf
Gen Jyuu Gothic LP,Gen Jyuu Gothic LP,Regular,TrueType (TTF),サンセリフ体（Sans-serif）,ゴシック体,Light（細）,Gen Jyuu Gothic LP,\setmainjfont{Gen Jyuu Gothic LP},✓,"別名: 源柔ゴシックLP, Gen Jyuu Gothic LP Regular, 源柔ゴシックLP Regular",C:/WINDOWS/fonts/GenJyuuGothicL-P-Regular.ttf
Gen Jyuu Gothic Monospace Bold,Gen Jyuu Gothic Monospace,Bold,TrueType (TTF),等幅（Monospace）,ゴシック体,Black（極太）,Gen Jyuu Gothic Monospace,\setmainjfont{Gen Jyuu Gothic Monospace},✓,"別名: 源柔ゴシック等幅, Gen Jyuu Gothic Monospace Bold, 源柔ゴシック等幅 Bold",C:/WINDOWS/fonts/GenJyuuGothic-Monospace-Bold.ttf
Gen Jyuu Gothic Monospace ExtraLight,Gen Jyuu Gothic Monospace,ExtraLight,TrueType (TTF),等幅（Monospace）,ゴシック体,Thin（極細）,Gen Jyuu Gothic Monospace,\setmainjfont{Gen Jyuu Gothic Monospace},✓,"別名: 源柔ゴシック等幅, Gen Jyuu Gothic Monospace ExtraLight, 源柔ゴシック等幅 ExtraLight",C:/WINDOWS/fonts/GenJyuuGothic-Monospace-ExtraLight.ttf
